score
4.083787
4.083787
4.106565
4.083787
3.8747811
3.4862978
3.4862978
3.4862978
3.4862978
3.4862978
3.255974
3.255974
3.0852947
3.289951
3.289951
3.1997712
3.1997712
2.9935143
3.2030368
3.1997712
3.289951
3.289951
3.1386588
3.289951
3.255974
3.255974
3.0577173
3.255974
3.255974
3.255974
3.7077005
3.7077005
3.7077005
3.7077005
3.7416775
4.647529
4.894642
4.894642
4.894642
4.894642
4.7497506
5.0230803
5.0549135
5.0549135
4.948708
3.255974
3.289951
3.289951
3.255974
3.289951
2.9160204
2.9601455
2.245135
2.3873553
1.9195284
2.8330262
2.7442005
2.8330262
2.8330262
2.7442234
3.0852947
3.1709292
3.1709292
3.1709292
3.6528625
3.8296628
3.2579482
3.2579482
3.8645113
3.7721515
3.6585913
3.505548
3.138975
2.6497822
2.7550457
2.7836733
2.062396
1.8848191
2.335951
