measure,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,3.0224917829036713,3.1226630508899675,3.507371246814728,3.4072308540344243,3.150341212749481,3.387604862451553,4.100143492221832,3.4071108996868134,3.8589351177215576,3.760360598564148,3.5199629068374634,3.3130535483360295,3.8006364703178406,3.211754709482193,3.427195847034455,3.491936355829239,3.5900608897209167,3.072617053985596,3.4663195312023167
2,3.2746013998985295,2.7969400584697723,3.9750818014144897,4.070437788963318,3.159376382827759,3.1102295219898224,4.144053041934967,3.597719192504883,3.944766104221344,4.053778529167175,3.0258050262928013,3.655817985534668,4.037633299827576,3.5758190751075745,3.456280082464218,3.531767249107361,3.5960394144058228,3.230190128087997,3.5232757329940796
3,3.3371889889240265,2.9181089699268337,3.6317198872566223,3.54050076007843,3.3934717774391174,3.0989298224449158,4.148300051689148,3.856164276599884,4.046531617641449,4.084256529808044,2.900836169719696,3.713741958141327,4.073215305805206,3.4166941046714783,3.5466524362564087,3.6096445322036743,3.1417253613471985,3.2513552904129033,3.30192032456398
4,3.1983920037746434,3.240836024284363,3.6604021191596985,3.7713000178337097,3.531307876110077,3.1760702729225163,4.229158878326416,3.4712948203086853,3.7919346690177917,3.6094738841056824,3.0377601981163025,3.505156993865967,3.848714590072632,3.55850350856781,3.3130573034286495,3.2445775568485256,3.6475175619125366,3.0863112509250645,3.3841493427753453
5,3.2602325379848485,3.1791454851627354,3.633327901363373,3.7917999029159546,3.3355288207530975,3.4414115846157074,4.228491306304932,3.319677948951721,3.98026967048645,3.947962522506714,2.9650764167308807,3.768131136894226,4.263806700706482,3.3517299592494965,3.050431966781616,3.4535874724388123,3.7750993371009827,3.108228474855423,3.2461140155792236
6,3.2098260521888737,3.382855504751206,4.201349079608917,3.651525914669037,3.8193727135658264,3.752167820930481,3.94887375831604,3.174700707197189,4.0887622237205505,3.685507833957672,3.3650599122047424,3.57590252161026,4.014733910560608,3.428076833486557,3.330959290266037,3.2478002607822423,3.733527958393097,3.1445385515689854,3.7000688314437866
7,3.1616523861885075,3.919888198375702,3.8423709869384766,3.9566121697425842,3.3365184962749477,3.8234298825263977,4.242643415927887,3.361870378255844,3.6959991455078125,4.0953590869903564,3.1141627728939056,3.3809141218662266,3.6929187178611755,3.6900373101234436,3.1391103565692897,3.530655324459076,4.1534812450408936,2.962800621986389,2.906566441059112
8,3.012746274471283,3.687880218029022,3.2889831960201263,4.014956295490265,3.5655839443206787,3.654272973537445,4.141170382499695,3.105215638875961,3.923095464706421,4.256340324878693,3.242823511362076,3.434903800487518,3.6138510704040527,3.852354109287262,3.4045417904853825,3.4565640091896057,4.030683875083923,2.9295530319213863,3.3572645485401154
9,2.86400705575943,3.4330216646194462,3.8834208250045776,3.6306492686271667,3.3449904024600987,3.8289010524749756,4.295330703258514,3.1561125814914703,3.8110668659210205,3.8183454871177673,3.394508391618729,3.191025763750076,3.304618149995804,3.3757719397544865,2.9012575745582585,3.4895205795764923,4.182521045207977,2.8539970219135284,2.921443492174149
10,3.1991271674633026,3.0980258882045746,4.239701926708221,3.46567302942276,3.1148860454559326,3.5253406167030334,4.151110529899597,3.581830143928528,4.172427773475647,3.8029070496559143,3.4639596641063695,3.4336110055446625,3.7650356888771057,3.3986235558986664,3.316104769706726,3.5555774569511414,3.3842663764953618,2.8958423137664795,3.5886539816856384
