0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.23040056,-0.032106075,0.022066027,-0.09125903,-0.11730858,-0.032707203,-0.12535223,-0.04461772,-0.035568926,-0.04655707,-0.024049317,-0.011074964,-0.14110757,0.3421959,-0.028410302,-0.05165279,0.0046741767,-0.41949445
-0.23040056,-0.032106075,0.022066027,-0.09125903,-0.11730858,-0.032707203,-0.12535223,-0.04461772,-0.035568926,-0.04655707,-0.024049317,-0.011074964,-0.14110757,0.3421959,-0.028410302,-0.05165279,0.0046741767,-0.41949445
-0.23040056,-0.032106075,0.022066027,-0.09125903,-0.11730858,-0.032707203,-0.12535223,-0.04461772,-0.035568926,-0.04655707,-0.024049317,-0.011074964,-0.14110757,0.3421959,-0.028410302,-0.05165279,0.0046741767,-0.41949445
-0.23040056,-0.032106075,0.022066027,-0.09125903,-0.11730858,-0.032707203,-0.12535223,-0.04461772,-0.035568926,-0.04655707,-0.024049317,-0.011074964,-0.14110757,0.3421959,-0.028410302,-0.05165279,0.0046741767,-0.41949445
-0.23040056,-0.032106075,0.022066027,-0.09125903,-0.11730858,-0.032707203,-0.12535223,-0.04461772,-0.035568926,-0.04655707,-0.024049317,-0.011074964,-0.14110757,0.3421959,-0.028410302,-0.05165279,0.0046741767,-0.41949445
-0.23040056,-0.032106075,0.022066027,-0.09125903,-0.11730858,-0.032707203,-0.12535223,-0.04461772,-0.035568926,-0.04655707,-0.024049317,-0.011074964,-0.14110757,0.3421959,-0.028410302,-0.05165279,0.0046741767,-0.41949445
-0.23042656,-0.032292705,0.022130672,-0.09113477,-0.117316976,-0.032910105,-0.12535223,-0.04461083,-0.03526449,-0.04676728,-0.024141436,-0.011167865,-0.14109997,0.3424866,-0.028401306,-0.051649515,0.0046811393,-0.41949293
-0.23840761,-0.03099106,0.017691217,-0.08442776,-0.12092536,-0.025829572,-0.08129013,-0.043584865,-0.037336797,-0.045807764,-0.025713166,-0.011151701,-0.14036036,0.35680303,-0.028528059,-0.05097727,-0.009241189,-0.42279184
-0.23840761,-0.03099106,0.017691217,-0.08442776,-0.12092536,-0.025829572,-0.08129013,-0.043584865,-0.037336797,-0.045807764,-0.025713166,-0.011151701,-0.14036036,0.35680303,-0.028528059,-0.05097727,-0.009241189,-0.42279184
-0.13808058,-0.0317176,0.049187005,-0.08176257,-0.11164911,-0.029827256,-0.14038582,-0.049694095,-0.037982956,-0.040917665,-0.024264928,-0.00982587,-0.12182718,0.29925296,-0.025187174,-0.05186246,0.0050688596,-0.41302907
