measure,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,7.333333333333334,3.923026204109192,11.666666666666668,2.2276536226272583,6.062398433685303,11.666666666666668,10.11111111111111,11.666666666666666,5.951161742210388,4.666666666666667,11.666666666666666,2.142568439245224,3.481308609247208,5.274633407592773,3.4856305122375493,2.4683141708374023,7.0,11.666666666666666,5.352399706840514
2,7.333333333333334,3.863578081130981,11.666666666666666,2.251760482788086,6.075165748596191,11.666666666666666,10.11111111111111,11.666666666666668,5.945844948291779,4.666666666666667,11.666666666666666,2.1793189048767085,3.5234209299087524,5.2611083984375,3.4142232537269592,2.4353231787681584,7.0,11.666666666666668,5.370122075080872
3,7.333333333333334,3.779332995414734,11.666666666666666,2.2497150003910065,6.046740531921388,11.666666666666666,10.11111111111111,11.666666666666666,5.942699849605559,4.666666666666667,11.666666666666668,2.139815747737884,3.5529342889785767,5.230896592140199,3.4095673561096187,2.4704549908637996,7.0,11.666666666666666,5.431984722614288
4,5.703703703703703,3.8501911759376526,11.666666666666666,2.2443504333496094,6.0503074526786795,11.666666666666666,10.11111111111111,11.666666666666666,5.924449265003204,4.666666666666667,11.666666666666666,2.153366625308991,3.5415058732032776,5.2532827854156485,3.478318929672241,2.453127115964889,7.0,11.666666666666666,5.351293206214906
5,7.333333333333334,3.852790117263794,11.666666666666666,2.238150149583816,6.047328412532806,11.666666666666668,10.111111111111112,11.666666666666666,5.959594011306763,4.666666666666667,11.666666666666666,2.1852319240570077,3.5151789188385014,5.230496883392334,3.4456304311752324,2.480724960565567,7.0,11.666666666666666,5.3692246079444885
6,7.333333333333334,3.8444279432296753,3.6328051090240483,2.250749945640564,6.051475286483765,11.666666666666666,10.111111111111112,11.666666666666668,5.920197248458862,5.962827563285828,7.0,2.1884600520133968,9.333333333333332,5.2858853340148935,3.468519389629364,2.49293652176857,7.0,11.666666666666666,5.269466817378998
7,7.0,3.840281069278717,3.65858006477356,2.217741847038269,6.077629506587981,7.0,9.333333333333334,7.0,5.904996633529662,5.977042675018311,7.0,2.1964602768421173,11.666666666666666,5.317292511463165,3.499150723218918,2.453876674175263,7.0,11.666666666666668,5.155057072639464
8,7.0,3.844537675380707,3.678247570991516,2.2054543495178223,6.07514238357544,7.0,9.333333333333334,7.0,5.899055242538452,5.974535942077638,7.0,2.174556821584701,11.666666666666668,5.29698246717453,3.487372249364853,2.458350658416748,7.0,11.666666666666666,5.133232891559602
9,2.3333333333333344,3.836481750011444,3.669221162796021,2.1993066370487213,6.102785289287567,7.0,8.166666666666666,7.0,5.8884087204933175,5.977716505527496,9.333333333333334,2.1676349341869354,7.0,5.315145432949066,3.4870405495166783,2.435407042503357,7.0,9.333333333333332,5.0828633308410645
10,2.333333333333333,3.7675186395645137,3.6933881044387817,2.2064634263515472,6.096310257911682,7.0,8.166666666666666,7.0,5.900315701961517,5.996182382106781,9.333333333333332,2.1602294743061066,7.0,5.2913698554039,3.4302864968776707,2.4239152073860173,7.0,9.333333333333332,5.197868466377257
11,5.497674643993379,3.776459515094757,3.684596180915833,2.2187682390213013,6.091592192649841,3.6773914098739615,2.643239736557007,2.532959550619126,5.925919592380524,5.990381181240082,4.415285885334015,2.1586266756057744,3.5081201791763306,5.300404191017152,3.4702652990818024,2.426816016435623,7.0,2.7332082092762,5.1798874139785775
12,5.497290790081023,3.765935659408569,3.667500078678131,2.1990679800510406,6.121452271938324,3.663995742797852,2.6649825572967525,2.5152876675128937,5.911109089851379,5.998121678829192,4.37922239303589,2.1656063497066493,3.500012934207916,5.307604372501373,3.5237534642219543,2.399083822965622,7.0,2.7760874032974243,5.136504828929901
13,5.469823122024536,3.803393542766571,3.714487135410309,2.198659300804138,6.095835447311401,3.671420395374298,2.65238505601883,2.5206922888755803,5.9251948595047,6.007179796695709,4.405207633972168,2.141566455364228,3.484682351350784,5.299715757369995,3.5061445832252502,2.4381714165210724,7.0,2.7409334778785706,5.1388834714889535
14,5.447952210903168,3.831573009490967,3.661890387535095,2.2075659632682805,6.108186364173889,3.709222912788391,2.6279135346412663,2.5109373927116394,5.892102479934692,5.9909628033638,4.395829916000366,2.1541896164417267,3.4743147492408752,5.318054795265199,3.496043592691422,2.447354495525361,7.0,2.7721232771873474,5.084213078022003
15,5.4746133685112,3.816051959991455,3.661218643188477,2.2002577185630803,6.115154981613159,3.664728403091431,2.6419786512851715,2.5050272941589355,5.8872371315956125,6.005598485469817,4.382030785083772,2.1739416122436523,3.491141736507416,5.315724551677704,3.4825421571731567,2.4399884641170497,7.0,2.7743460834026337,5.104992091655731
16,1.8666666666666678,3.829621195793152,3.6943577527999882,2.1983384490013123,6.102244973182678,3.684411346912384,2.6219339668750763,2.4792216718196878,5.920963704586028,5.999130547046661,10.5,2.152505457401276,3.4908233880996717,5.311812162399292,3.4754934310913086,2.446878015995026,7.0,9.333333333333332,5.16458123922348
17,2.3333333333333344,3.8018935918807983,3.667341530323029,2.222480565309525,6.10223913192749,3.647415339946747,2.6148933768272404,2.5030771493911743,5.91036182641983,5.987590730190277,10.5,2.162918746471405,3.4706985950469966,5.2944214940071115,3.4461344480514526,2.43522846698761,7.0,9.333333333333334,5.1898096203804025
18,2.7999999999999994,3.726541817188263,3.678772032260895,2.2344601452350616,6.09942239522934,3.564535856246948,2.6572416424751277,2.545462965965271,5.93321657180786,6.017579317092896,10.5,2.147231847047806,3.519121766090393,5.269741773605347,3.3967170119285583,2.4236959517002106,7.0,9.333333333333334,5.308567762374878
19,2.8000000000000007,3.7389127612113953,3.660195589065552,2.239366799592972,6.0807433128356925,3.6510164737701416,2.6474001705646515,2.5320063829422,5.93679141998291,6.0047306418418875,10.5,2.145267516374588,3.5272811651229863,5.302351415157318,3.4276981949806213,2.4349535107612605,7.0,9.333333333333332,5.252434551715852
