score
3.7599938
3.7599938
3.7599938
3.7599938
3.7599938
4.644673
4.6814604
4.2639675
4.6814604
4.6814604
3.4744873
3.4744873
3.4744873
2.996939
2.996939
3.7137423
3.430259
3.5876868
3.631725
3.5876868
3.4744873
3.135877
3.135877
3.515497
3.135877
3.3836436
3.7962015
3.6784859
3.6784859
3.7297895
3.4659953
3.3633385
3.457429
3.457429
3.457429
4.6637774
4.6637774
4.6637774
4.6637774
4.6637774
3.6194863
3.6194863
3.6194863
3.2577214
3.6194863
5.277535
5.277535
5.277535
5.6274695
5.476432
4.042786
4.042786
4.042786
5.1132717
5.0994196
3.0944674
3.0944674
3.4659953
3.0944674
3.4659953
3.4659953
2.9805448
3.3633385
2.9805448
3.3633385
3.4488325
3.039153
3.4391122
3.4391122
3.4391122
3.3735738
3.4529166
3.458724
3.4529166
3.4529166
3.4529166
3.458724
3.4529166
3.4529166
3.4529166
3.3608956
3.5554028
3.5753763
3.5335853
3.499006
3.2130623
3.2130623
3.2130623
2.9805448
2.9805448
2.8131235
2.8131235
2.8131235
2.823691
2.7707903
3.4949853
3.4867995
3.4867995
3.4867995
3.4867995
4.2544093
4.643722
4.569744
3.9398756
4.591789
2.9358785
2.9143026
2.9143026
2.9143026
2.9143026
3.1803691
3.2611084
2.950584
2.796834
2.756159
2.9532332
2.972636
2.972636
2.972636
3.1992877
4.441981
4.441981
4.441981
4.441981
4.441981
3.6145074
3.7194958
3.067913
4.3412867
4.3412867
4.2497993
4.2497993
4.261094
4.2497993
4.2497993
3.9484627
3.337127
3.164795
3.337127
3.337127
3.6122024
3.1210546
3.6122024
3.6122024
3.5242429
3.8990817
4.045976
4.0734744
4.0734744
3.8420453
3.9744003
3.956737
3.1444197
3.2603314
3.1159732
3.372735
3.5224874
3.6476896
3.6476896
3.6476896
2.9798324
3.3927844
3.457429
3.4537258
3.457429
3.9732034
3.9732034
3.9732034
3.9166334
3.4960408
3.4056146
3.4056146
3.2763257
3.2649953
3.2649953
3.910581
3.910581
3.8722882
3.7952564
3.7952564
3.6290967
3.6290967
3.6290967
3.6290967
3.6290967
3.3508017
3.3811889
3.4070272
3.4291651
3.3229117
3.3229117
3.1803393
3.253121
3.6721718
3.581917
3.3676853
3.3676853
3.3676853
3.3676853
3.3494463
3.4276242
3.349817
3.4276242
3.3917289
3.469536
3.5152738
3.5943646
3.216371
3.293511
3.293511
3.857168
3.857168
3.8885279
3.8885279
3.8885279
3.3633385
3.3633385
3.4619708
3.4619708
3.4619708
3.3633385
3.4292781
3.3633385
3.3633385
3.3633385
3.4856071
3.4856071
3.4856071
3.4856071
3.4856071
3.4488325
3.4488325
3.3114913
3.3114913
3.3114913
2.5635593
2.4793594
2.4793594
2.4793594
2.4793594
3.2466848
3.3148007
3.3148007
3.3148007
3.0628288
3.2647934
3.0961633
3.0961633
3.3068523
3.3628547
4.446712
4.4537673
4.324377
4.529454
4.446712
3.8802233
3.8402567
3.8144746
3.8402567
3.772052
3.4695213
3.4538558
3.4538558
3.4538558
3.425966
3.2057154
3.176563
3.176563
3.176563
3.176563
3.2773898
3.2773898
1.988337
1.988337
2.241476
2.9805448
3.0446336
3.0674083
3.0674083
2.9798324
2.9805448
2.9805448
2.9805448
2.9805448
2.9805448
3.8358572
3.8358572
3.7662992
3.7208858
3.7208858
4.161653
4.161653
3.9194734
3.9165044
3.9165044
3.1867108
3.2143016
3.1867108
3.1950784
3.2143016
3.2226691
3.1867108
3.1867108
3.1867108
3.4400208
3.2720187
