pid,measure,feature,feature_value,guideline_value,difference,critical_score
69.0,1.0,1.0,0.5537458449027541,0.047619047619047616,0.5061267972837065,9.0
69.0,1.0,2.0,0.13243250311311772,0.0,0.13243250311311772,7.0
69.0,1.0,3.0,-0.23513797411847184,0.6666666666666666,-0.9018046407851384,1.0
69.0,1.0,4.0,-0.7144423799217775,,,1.0
69.0,1.0,6.0,0.1898843126844492,0.6666666666666666,-0.47678235398221747,3.0
69.0,1.0,7.0,-0.3768348384790101,0.4444444444444444,-0.8212792829234545,5.0
69.0,1.0,8.0,-0.7038220423824347,0.6666666666666666,-1.3704887090491014,5.0
69.0,1.0,9.0,0.8262367745861121,0.3333333333333333,0.4929034412527788,4.0
69.0,1.0,10.0,0.8905610979525462,-0.3333333333333333,1.2238944312858795,3.0
69.0,1.0,11.0,0.08244734308176338,0.6666666666666666,-0.5842193235849032,3.0
69.0,1.0,13.0,-0.2268943943582451,0.3333333333333333,-0.5602277276915784,5.0
69.0,1.0,14.0,0.32679136035122314,,,2.0
69.0,1.0,15.0,0.1833965050061468,0.6666666666666666,-0.48327016166051984,1.0
69.0,1.0,16.0,-0.8030202652163109,0.8888888888888888,-1.6919091541051996,6.0
69.0,1.0,17.0,-0.1244068375658972,,,3.0
69.0,1.0,18.0,0.2559100638293177,0.6666666666666666,-0.41075660283734894,2.0
69.0,1.0,19.0,-0.08115607517492608,,,10.0
69.0,2.0,1.0,0.5705234135074699,0.047619047619047616,0.5229043658884223,12.0
69.0,2.0,2.0,0.11626045463305855,0.0,0.11626045463305855,10.0
69.0,2.0,3.0,-0.21950228028590046,0.6666666666666666,-0.8861689469525671,2.0
69.0,2.0,4.0,-0.7071675464411541,,,4.0
69.0,2.0,5.0,0.9594445432224356,,,1.0
69.0,2.0,6.0,0.17958230817977894,0.6666666666666666,-0.4870843584868877,6.0
69.0,2.0,7.0,-0.3733217907178319,0.4444444444444444,-0.8177662351622763,8.0
69.0,2.0,8.0,-0.6959189200175899,0.6666666666666666,-1.3625855866842564,8.0
69.0,2.0,9.0,0.8214349291137093,0.3333333333333333,0.488101595780376,7.0
69.0,2.0,10.0,0.8872261190751352,-0.3333333333333333,1.2205594524084684,6.0
69.0,2.0,11.0,0.0682005435826547,0.6666666666666666,-0.5984661230840119,6.0
69.0,2.0,12.0,-0.9244654993417196,,,3.0
69.0,2.0,13.0,-0.21356844082380605,0.3333333333333333,-0.5469017741571394,8.0
69.0,2.0,14.0,0.3278531148656534,,,5.0
69.0,2.0,15.0,0.1694242194195288,0.6666666666666666,-0.49724244724713784,3.0
69.0,2.0,16.0,-0.8169530276731182,0.8888888888888888,-1.7058419165620071,6.0
69.0,2.0,17.0,-0.1404822262176144,,,6.0
69.0,2.0,18.0,0.25740528397395623,0.6666666666666666,-0.4092613826927104,5.0
69.0,2.0,19.0,-0.0867279772797851,,,10.0
69.0,3.0,1.0,0.5676002054987951,0.047619047619047616,0.5199811578797475,14.0
69.0,3.0,2.0,0.0940319161087202,0.0,0.0940319161087202,10.0
69.0,3.0,3.0,-0.22365177931680516,0.6666666666666666,-0.8903184459834718,2.0
69.0,3.0,4.0,-0.7101397287628555,,,4.0
69.0,3.0,5.0,0.9514271474605288,,,1.0
69.0,3.0,6.0,0.18100836284724853,0.6666666666666666,-0.4856583038194181,9.0
69.0,3.0,7.0,-0.3880590851458707,0.4444444444444444,-0.8325035295903151,9.0
69.0,3.0,8.0,-0.6847983141666738,0.6666666666666666,-1.3514649808333403,10.0
69.0,3.0,9.0,0.8243373015593862,0.3333333333333333,0.4910039682260529,8.0
69.0,3.0,10.0,0.8816546465695132,-0.3333333333333333,1.2149879799028465,8.0
69.0,3.0,11.0,0.09724360000509068,0.6666666666666666,-0.5694230666615759,8.0
69.0,3.0,12.0,-0.947469786688406,,,5.0
69.0,3.0,13.0,-0.21020467879751087,0.3333333333333333,-0.5435380121308442,11.0
69.0,3.0,14.0,0.3086820341115757,,,8.0
69.0,3.0,15.0,0.17303478620752322,0.6666666666666666,-0.4936318804591434,3.0
69.0,3.0,16.0,-0.7970022243037499,0.8888888888888888,-1.6858911131926386,5.0
