pid,measure,feature,feature_value
71,1,1,0.4857484378551953
71,1,2,0.15574026382890027
71,1,3,-0.2744184195680649
71,1,4,-0.77361376824371
71,1,5,0.935166648565676
71,1,6,0.26847609152271246
71,1,7,-0.4079340379382105
71,1,8,-0.7318302695757815
71,1,9,0.8262491772110434
71,1,10,0.8931504385789417
71,1,11,0.06843031873426142
71,1,12,-0.9735182873502216
71,1,13,-0.1849510855537826
71,1,14,0.28044538989753676
71,1,15,0.2414226587174737
71,1,16,-0.8503961918447049
71,1,17,-0.10885899123105935
71,1,18,0.2984579275083905
71,1,19,-0.25747017623622803
71,2,1,0.506391042076229
71,2,2,0.14585624354465176
71,2,3,-0.2604786048489256
71,2,4,-0.7738763791745684
71,2,5,0.9407026936472558
71,2,6,0.25699112289312165
71,2,7,-0.4117625073814667
71,2,8,-0.7352213472677249
71,2,9,0.8290630384953108
71,2,10,0.9066250505105578
71,2,11,0.06803173052359068
71,2,12,-0.964635904069733
71,2,13,-0.1954693733437044
71,2,14,0.2841560196932915
71,2,15,0.20822353653490766
71,2,16,-0.8639141142437794
71,2,17,-0.15871527522812745
71,2,18,0.2857985197053834
71,2,19,-0.24164294850627255
71,3,1,0.48962857206927746
71,3,2,0.15341600869199312
71,3,3,-0.26658406166003523
71,3,4,-0.7444182260999872
71,3,5,0.9456383281368101
71,3,6,0.27992786278892146
71,3,7,-0.42497989470939557
71,3,8,-0.7319621796289548
71,3,9,0.8208898916007152
71,3,10,0.8930633779438477
71,3,11,0.08239849411483302
71,3,12,-0.9853230279337125
71,3,13,-0.17597020943359143
71,3,14,0.2878919322492375
71,3,15,0.20567701295840402
71,3,16,-0.8638073770257537
71,3,17,-0.14560209684220526
71,3,18,0.31478927149155544
71,3,19,-0.2376816896094891
71,4,1,0.49008564040352165
71,4,2,0.13796736281464406
71,4,3,-0.2658106290482646
71,4,4,-0.7855737229897677
71,4,5,0.9538468708956735
71,4,6,0.298857395119416
71,4,7,-0.41438960601545016
71,4,8,-0.7384414915157652
71,4,9,0.8150060436789357
71,4,10,0.8812394004776023
71,4,11,0.08534998155457751
71,4,12,-0.9700579568803624
71,4,13,-0.19104445061001807
71,4,14,0.3063549426916774
71,4,15,0.24290466816487166
71,4,16,-0.8630430681926609
71,4,17,-0.14468268377158944
71,4,18,0.3138960205814858
71,4,19,-0.2561238142935095
71,5,1,0.5017115329399189
71,5,2,0.1336042179558603
71,5,3,-0.23597983007346945
71,5,4,-0.7726791855169794
71,5,5,0.9637508975379867
71,5,6,0.29139348461071357
71,5,7,-0.42565923148323626
71,5,8,-0.7446698445264144
71,5,9,0.8380920617849101
71,5,10,0.8899006145689377
71,5,11,0.09310211552946268
71,5,12,-0.9645717078438553
71,5,13,-0.1791751840255167
71,5,14,0.28878100600762346
71,5,15,0.2245828014793272
71,5,16,-0.860290655008163
71,5,17,-0.15156333199517913
71,5,18,0.3222942939668303
71,5,19,-0.22787659550705563
71,6,1,0.5019766721467966
71,6,2,0.1328015452823028
71,6,3,-0.24546328349624957
71,6,4,-0.7710676843673836
71,6,5,0.9613578293233407
71,6,6,0.27026061469205387
71,6,7,-0.4470225042947715
71,6,8,-0.7323174573721671
71,6,9,0.8310948930143514
71,6,10,0.884929804065204
71,6,11,0.0885417651411855
71,6,12,-0.9570198572997046
71,6,13,-0.1975962031010291
71,6,14,0.29440850872606994
71,6,15,0.22232648001980415
71,6,16,-0.8583359678702287
71,6,17,-0.15239744323140936
71,6,18,0.33501174219323326
71,6,19,-0.21994484400976666
71,7,1,0.475329742155419
71,7,2,0.12904826456935536
71,7,3,-0.2520554884035674
71,7,4,-0.7900030427252263
71,7,5,0.9536586792198136
71,7,6,0.3002092533143501
71,7,7,-0.43275588241889595
71,7,8,-0.7305938326773738
71,7,9,0.8186636896033332
71,7,10,0.8977092500165986
71,7,11,0.09662433379926894
71,7,12,-0.9484764828558703
71,7,13,-0.21419884209355367
71,7,14,0.3104685576998756
71,7,15,0.21836544097310928
71,7,16,-0.8706560370614486
71,7,17,-0.1427541587942014
71,7,18,0.30220131496735014
71,7,19,-0.28669748671775686
71,8,1,0.4786653076999856
71,8,2,0.12345835621606338
71,8,3,-0.25000428707672817
71,8,4,-0.7994317534759399
71,8,5,0.9474943025849534
71,8,6,0.30610409374056013
71,8,7,-0.41402927172019965
71,8,8,-0.7258888209307837
71,8,9,0.8265971999013313
71,8,10,0.8933439066569289
71,8,11,0.08425732661412844
71,8,12,-0.949423597037652
71,8,13,-0.21867037304602732
71,8,14,0.3034133485059207
71,8,15,0.233289744389096
71,8,16,-0.8678769120911832
71,8,17,-0.1207788233359437
71,8,18,0.2959646076533333
71,8,19,-0.30201883939379415
71,9,1,0.48511373064934493
71,9,2,0.09750549295446453
71,9,3,-0.2531899148608546
71,9,4,-0.8069166596681056
71,9,5,0.9485130878956258
71,9,6,0.31340729383448007
71,9,7,-0.4150808146940762
71,9,8,-0.7284726090973087
71,9,9,0.8167648443879088
71,9,10,0.8956288086279727
71,9,11,0.08397767730140182
71,9,12,-0.9343466077351176
71,9,13,-0.21186931055451907
71,9,14,0.30867282217601466
71,9,15,0.23076366687083416
71,9,16,-0.8702904263640708
71,9,17,-0.135170649837289
71,9,18,0.2719290570146029
71,9,19,-0.314914366191981
71,10,1,0.49746139102668674
71,10,2,0.08126824480922945
71,10,3,-0.2571817329199565
71,10,4,-0.8059483299527718
71,10,5,0.9544479410379649
71,10,6,0.281014581776978
71,10,7,-0.40955125519011093
