pid,measure,feature,feature_value
54,1,1,0.9661834689769884
54,1,2,-0.8245579636356518
54,1,3,0.17611126169909475
54,1,4,-0.9721903144004251
54,1,5,0.3520280500723183
54,1,6,0.04350096394603775
54,1,7,-0.459279759993384
54,1,8,-0.6783014152144753
54,1,9,0.3283896150303136
54,1,10,-0.0864888833608829
54,1,11,-0.057285519301642274
54,1,12,-0.1522349802285452
54,1,13,-0.599803155736629
54,1,14,0.2624912889215969
54,1,15,0.6229332504885119
54,1,16,-0.6267574221398708
54,1,17,-0.13477810612335062
54,1,18,-0.30457975744368526
54,1,19,-0.11229729072407402
54,2,1,0.9571976158529913
54,2,2,-0.812676932386978
54,2,3,0.16997768402120794
54,2,4,-0.9625054110532918
54,2,5,0.3506197884653326
54,2,6,0.06933571505922598
54,2,7,-0.43843028131267503
54,2,8,-0.6641591493678394
54,2,9,0.3196485706116463
54,2,10,-0.08626383246805092
54,2,11,-0.05874364586397951
54,2,12,-0.16342938045051014
54,2,13,-0.6009892830802468
54,2,14,0.252756520619112
54,2,15,0.6425215221381115
54,2,16,-0.6263277367604547
54,2,17,-0.12622541951716237
54,2,18,-0.29993930588170326
54,2,19,-0.11156192375987029
54,3,1,0.9624210169684797
54,3,2,-0.8325638292597585
54,3,3,0.19230532933121602
54,3,4,-0.9928369462061566
54,3,5,0.36997077819531565
54,3,6,0.046564553901053074
54,3,7,-0.4753303482728426
54,3,8,-0.6970640925561313
54,3,9,0.3166741730673355
54,3,10,-0.08624746170912412
54,3,11,-0.052398753677187604
54,3,12,-0.15446591951401045
54,3,13,-0.5745116503823089
54,3,14,0.2794512070000612
54,3,15,0.6270359132112686
54,3,16,-0.6338203696837256
54,3,17,-0.12345575054425717
54,3,18,-0.31692029896016516
54,3,19,-0.12052613737494133
54,4,1,0.9821989636180586
54,4,2,-0.8238419781446604
54,4,3,0.20157287241053878
54,4,4,-0.9959689358263427
54,4,5,0.3788395898014687
54,4,6,0.03421949631314525
54,4,7,-0.42469634359099373
54,4,8,-0.6850115446780121
54,4,9,0.31398428802299283
54,4,10,-0.08182077086140394
54,4,11,-0.07521357019249852
54,4,12,-0.1197781630446676
54,4,13,-0.5830754389974246
54,4,14,0.24613313736092257
54,4,15,0.6655348576266145
54,4,16,-0.6285914175637732
54,4,17,-0.14318834830991167
54,4,18,-0.2923966198334377
54,4,19,-0.1125539541169025
54,5,1,0.9881411727691807
54,5,2,-0.8558069198821644
54,5,3,0.2063608489725044
54,5,4,-0.9904257404028542
54,5,5,0.3710501192666238
54,5,6,0.03231202064371508
54,5,7,-0.4756170247237035
54,5,8,-0.6676026538317408
54,5,9,0.3390695594487645
