measure,feature,critical_score,feature_value
40,5,1,0.3333333333333333
40,19,3,1.0
40,1,1,0.6666666666666666
40,9,1,0.3333333333333333
40,11,2,0.6666666666666666
40,13,1,1.0
40,15,1,1.0
40,18,1,1.0
40,6,1,1.0
40,7,2,0.0
41,4,3,0.0
41,5,1,0.3333333333333333
41,19,3,1.0
41,1,1,0.6666666666666666
41,9,1,0.3333333333333333
41,11,2,0.6666666666666666
41,13,1,1.0
41,15,1,1.0
41,18,1,1.0
41,6,1,1.0
41,7,2,0.0
42,1,1,0.6666666666666666
42,9,1,0.3333333333333333
42,11,1,0.6666666666666666
42,13,1,1.0
42,15,2,0.8333333333333333
42,18,1,1.0
42,19,1,1.0
42,12,1,-0.3333333333333333
43,1,1,0.6666666666666666
43,9,1,0.3333333333333333
43,11,1,0.6666666666666666
43,13,1,1.0
43,15,2,0.8333333333333333
43,18,1,1.0
43,19,1,1.0
43,12,1,-0.3333333333333333
44,1,1,0.6666666666666666
44,9,1,0.3333333333333333
44,11,1,0.6666666666666666
44,13,1,1.0
44,15,2,0.8333333333333333
44,18,1,1.0
44,19,1,1.0
44,12,1,-0.3333333333333333
45,1,1,0.6666666666666666
45,9,1,0.3333333333333333
45,11,1,0.6666666666666666
45,13,1,1.0
45,15,2,0.8333333333333333
45,18,1,1.0
45,19,1,1.0
45,12,1,-0.3333333333333333
46,1,1,0.6666666666666666
46,9,1,0.3333333333333333
46,11,1,0.6666666666666666
46,13,1,1.0
46,15,2,0.8333333333333333
46,18,1,1.0
46,19,1,1.0
46,12,1,-0.3333333333333333
47,1,1,0.6666666666666666
47,9,1,0.3333333333333333
47,11,1,0.6666666666666666
47,13,1,1.0
47,15,2,0.8333333333333333
47,18,1,1.0
47,19,1,1.0
47,10,2,-0.5
47,12,1,-0.3333333333333333
48,1,1,0.6666666666666666
48,9,1,0.3333333333333333
48,11,1,0.6666666666666666
48,13,1,1.0
48,15,3,0.8888888888888888
48,18,1,1.0
48,19,1,1.0
48,10,1,-0.8
48,12,1,-0.3333333333333333
49,1,1,0.6666666666666666
49,9,1,0.3333333333333333
49,11,1,0.6666666666666666
49,13,1,1.0
49,15,1,1.0
49,18,1,1.0
49,19,1,1.0
50,1,1,0.6666666666666666
50,9,1,0.3333333333333333
50,11,1,0.6666666666666666
50,13,1,1.0
50,15,1,1.0
50,18,1,1.0
50,19,1,1.0
51,1,1,0.6666666666666666
51,9,1,0.3333333333333333
51,11,1,0.6666666666666666
51,13,1,1.0
51,15,1,1.0
51,18,1,1.0
51,19,1,1.0
52,1,1,0.6666666666666666
52,9,1,0.3333333333333333
52,11,1,0.6666666666666666
52,13,1,1.0
52,15,1,1.0
52,18,1,1.0
52,19,1,1.0
53,4,1,-0.6666666666666666
53,5,1,-0.6666666666666666
53,1,1,0.6666666666666666
53,9,1,0.3333333333333333
53,11,1,0.6666666666666666
53,13,1,1.0
53,15,1,1.0
53,18,1,1.0
53,19,1,1.0
54,4,1,-0.6666666666666666
54,5,1,-0.6666666666666666
54,1,1,0.6666666666666666
54,9,1,0.3333333333333333
54,11,1,0.6666666666666666
54,13,1,1.0
54,15,1,1.0
54,18,1,1.0
54,19,1,1.0
55,1,1,0.6666666666666666
55,9,1,0.3333333333333333
55,11,1,0.6666666666666666
55,13,1,1.0
55,15,1,1.0
55,18,1,1.0
55,19,2,1.0
56,1,1,0.6666666666666666
56,9,1,0.3333333333333333
56,11,1,0.6666666666666666
56,13,1,1.0
56,15,1,1.0
56,18,1,1.0
56,19,2,1.0
57,1,1,0.6666666666666666
57,9,1,0.3333333333333333
57,11,1,0.6666666666666666
57,13,1,1.0
57,15,1,1.0
57,18,1,1.0
57,19,1,1.0
58,1,1,0.6666666666666666
58,9,1,0.3333333333333333
58,11,1,0.6666666666666666
58,13,1,1.0
58,15,1,1.0
58,18,1,1.0
58,19,1,1.0
59,1,1,0.6666666666666666
59,9,1,0.3333333333333333
59,11,1,0.6666666666666666
59,13,1,1.0
59,15,1,1.0
59,18,1,1.0
59,19,1,1.0
60,1,1,0.6666666666666666
60,9,1,0.3333333333333333
60,11,1,0.6666666666666666
60,13,1,1.0
60,15,1,1.0
60,18,1,1.0
60,19,1,1.0
61,1,1,0.6666666666666666
61,9,1,0.3333333333333333
61,11,1,0.6666666666666666
61,13,1,1.0
61,15,1,1.0
61,18,1,1.0
61,19,1,1.0
62,1,1,0.6666666666666666
62,9,1,0.3333333333333333
62,11,1,0.6666666666666666
62,13,1,1.0
62,15,1,1.0
62,18,1,1.0
62,19,1,1.0
63,1,1,0.6666666666666666
63,9,1,0.3333333333333333
63,11,1,0.6666666666666666
63,13,1,1.0
63,15,1,1.0
63,18,1,1.0
63,19,1,1.0
64,1,1,0.6666666666666666
64,9,1,0.3333333333333333
64,11,1,0.6666666666666666
64,13,1,1.0
64,15,1,1.0
64,18,1,1.0
64,19,1,1.0
65,1,1,0.6666666666666666
65,9,1,0.3333333333333333
65,11,2,0.6666666666666666
65,13,1,1.0
65,15,1,1.0
65,18,1,1.0
65,19,1,1.0
65,10,1,-0.6
65,3,1,0.6666666666666666
65,12,1,-0.3333333333333333
66,1,1,0.6666666666666666
66,9,1,0.3333333333333333
66,11,2,0.6666666666666666
66,13,1,1.0
66,15,1,1.0
66,18,1,1.0
66,19,1,1.0
66,10,1,-0.6
66,3,1,0.6666666666666666
66,12,1,-0.3333333333333333
67,1,1,0.6666666666666666
67,9,1,0.3333333333333333
67,11,1,0.6666666666666666
67,13,1,1.0
67,15,1,1.0
67,18,1,1.0
67,19,1,1.0
68,1,1,0.6666666666666666
68,9,1,0.3333333333333333
68,11,1,0.6666666666666666
68,13,1,1.0
68,15,1,1.0
68,18,1,1.0
68,19,1,1.0
69,1,1,0.6666666666666666
69,9,1,0.3333333333333333
69,11,1,0.6666666666666666
69,13,1,1.0
69,15,1,1.0
69,18,1,1.0
69,19,2,1.0
70,1,1,0.6666666666666666
70,9,1,0.3333333333333333
70,11,1,0.6666666666666666
70,13,2,1.0
70,15,1,1.0
70,18,1,1.0
70,19,3,1.0
71,1,1,0.6666666666666666
71,9,1,0.3333333333333333
71,11,1,0.6666666666666666
71,13,1,1.0
71,15,1,1.0
71,18,1,1.0
71,19,1,1.0
72,1,1,0.6666666666666666
72,9,1,0.3333333333333333
72,11,1,0.6666666666666666
72,13,1,1.0
72,15,1,1.0
72,18,1,1.0
72,19,1,1.0
73,1,1,0.6666666666666666
73,9,1,0.3333333333333333
73,11,1,0.6666666666666666
73,13,1,1.0
73,15,1,1.0
73,18,1,1.0
73,19,1,1.0
74,1,1,0.6666666666666666
74,9,1,0.3333333333333333
74,11,1,0.6666666666666666
74,13,1,1.0
74,15,1,1.0
74,18,1,1.0
74,19,1,1.0
75,1,1,0.6666666666666666
75,9,1,0.3333333333333333
75,11,1,0.6666666666666666
75,13,1,1.0
75,15,1,1.0
75,18,1,1.0
75,19,1,1.0
76,1,1,0.6666666666666666
76,9,1,0.3333333333333333
76,11,1,0.6666666666666666
76,13,1,1.0
76,15,1,1.0
76,18,1,1.0
76,19,1,1.0
77,1,1,0.6666666666666666
77,9,1,0.3333333333333333
77,11,1,0.6666666666666666
77,13,1,1.0
77,15,1,1.0
77,18,1,1.0
77,19,1,1.0
78,1,1,0.6666666666666666
78,9,1,0.3333333333333333
78,11,1,0.6666666666666666
78,13,1,1.0
78,15,1,1.0
78,18,1,1.0
78,19,1,1.0
79,1,1,0.6666666666666666
79,9,1,0.3333333333333333
79,11,1,0.6666666666666666
79,13,1,1.0
79,15,1,1.0
79,18,1,1.0
79,19,1,1.0
