measure,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,2.5440371718376538,4.421909868717194,5.671229200973042,2.173002004623413,6.126623451709746,3.45426323314196,2.987024307250976,2.5444624423980717,5.8500266671180725,1.8854394151169367,5.382754575291686,2.0035482347011566,3.262559860944748,5.269748866558075,6.019995949195353,2.4574536085128784,3.694536328315735,2.926345348358154,4.3621421456336975
2,5.2200289368629464,4.243216693401337,1.1805120922094885,2.196655541658401,6.147698700428009,6.455370065031246,2.9444436430931096,2.8240152705803165,5.860982775688171,6.545269310960585,3.6795707968456086,2.053628236055374,4.168597399090958,5.248722016811371,3.7276904582977295,2.38456454873085,3.5617366433143616,3.8910651437795316,4.472095429897308
3,4.874947493536947,4.203790307044983,3.6241028904914856,2.2087141871452327,6.1342175006866455,3.579106446501325,2.920690178871155,6.015271368813908,5.83288300037384,6.016062259674072,2.0266486075869143,2.002292573451996,3.0251601144805855,5.235920906066895,2.1947192714124313,2.4279919862747192,3.610767304897308,2.863596980936993,4.532213628292085
4,2.0599490749563394,4.363170206546784,6.1390496449586225,2.1946607530117035,6.149643421173097,4.046323835849762,2.9626230895519257,1.9976872784367192,5.829751670360565,6.021896839141847,4.379180669784547,1.9998815953731537,4.103154429332488,5.2739917039871225,4.365614176667276,2.4051349461078644,3.670429050922394,6.616959978750546,4.290919721126556
5,5.076092064380647,4.307538092136383,2.4465508610059867,2.1960211396217346,6.132754683494568,3.532636897006242,2.9584054946899414,3.8950316639999194,5.8618335127830505,6.262690767049122,5.291231608290888,2.028729885816574,3.7714342214431897,5.274330496788026,3.836618185043335,2.4231529235839844,3.638771951198578,4.819394096932795,4.288322865962982
6,4.313505728165516,4.201879382133484,3.671617329120636,2.2038555145263667,6.12453019618988,4.030126452445984,2.9597464799880986,2.5990656614303598,5.820435702800751,6.000101447105408,3.674726549953963,2.060618758201599,3.323128253221512,5.291358172893523,2.291065923286707,2.436919301748276,3.688245713710785,6.742460344494311,4.338687002658844
7,6.379065332563468,4.2806453704833975,3.6566303372383127,2.1569589972496037,6.157546639442444,4.057593703269959,3.0069991052150726,2.607221881107278,5.749830365180969,6.019325017929077,4.448527997728289,2.071153461933136,3.280071943998337,5.322826683521272,3.8620176315307617,2.3970389664173126,3.695964515209198,5.487527740158806,4.0272337794303885
8,2.9231805005619105,4.324717223644257,3.662104845046997,2.1551298499107365,6.164308726787567,4.090021431446075,3.0720625519752502,4.078837158721624,5.742832541465759,6.051582098007202,4.263058602809906,2.0543437898159027,3.4148798263533546,5.29785031080246,6.6023582707594475,2.4107498526573186,3.731501042842865,3.051394522190094,3.9102651476860046
9,6.465471914706291,4.330685317516327,3.687899827957153,2.1467843651771545,6.1738958954811105,4.101678490638733,3.0381288230419163,2.664829224348068,5.731818854808807,6.036514580249786,5.882482201961505,2.055627405643463,1.1389641646840274,5.298106908798218,3.751597375120184,2.401435971260071,3.7404711246490483,1.4085041977741326,3.882859230041504
10,3.573766084564931,4.2189249992370605,3.685522854328156,2.1706782281398773,6.156874477863313,3.9955608248710632,2.968009769916535,2.639369487762452,5.8046722412109375,6.0383328795433036,3.526298521601867,2.04042387008667,4.574041535864697,5.303639829158784,4.601690957764918,2.3973454236984253,3.6505087018013,3.403109305696532,4.210312902927399
