pid,measure,feature,feature_value,guideline_value,difference,critical_score
74.0,1.0,1.0,0.4175491538829539,0.047619047619047616,0.36993010626390627,9.0
74.0,1.0,2.0,0.157560595752245,0.0,0.157560595752245,7.0
74.0,1.0,3.0,-0.2502528765465913,0.6666666666666666,-0.916919543213258,1.0
74.0,1.0,4.0,-0.8638821261805767,,,1.0
74.0,1.0,6.0,-0.02985107241221752,0.6666666666666666,-0.6965177390788841,3.0
74.0,1.0,7.0,-0.4516677664679917,0.4444444444444444,-0.8961122109124362,5.0
74.0,1.0,8.0,-0.6711569441801595,0.6666666666666666,-1.3378236108468262,5.0
74.0,1.0,9.0,0.7666517545635725,0.3333333333333333,0.43331842123023917,4.0
74.0,1.0,10.0,0.897805645229975,-0.3333333333333333,1.2311389785633082,3.0
74.0,1.0,11.0,0.12472280222109555,0.6666666666666666,-0.5419438644455711,3.0
74.0,1.0,13.0,-0.3332109515741949,0.3333333333333333,-0.6665442849075283,5.0
74.0,1.0,14.0,0.5511437608463651,,,2.0
74.0,1.0,15.0,-0.10527429041867477,0.6666666666666666,-0.7719409570853414,1.0
74.0,1.0,16.0,-0.7173673569857983,0.8888888888888888,-1.6062562458746872,6.0
74.0,1.0,17.0,-0.1811208299768408,,,3.0
74.0,1.0,18.0,-0.520272612985603,0.6666666666666666,-1.1869392796522695,2.0
74.0,1.0,19.0,0.037754883777239234,,,10.0
74.0,2.0,1.0,0.44971340340672894,0.047619047619047616,0.4020943557876813,12.0
74.0,2.0,2.0,0.12405706576370745,0.0,0.12405706576370745,10.0
74.0,2.0,3.0,-0.2234213740916643,0.6666666666666666,-0.8900880407583309,2.0
74.0,2.0,4.0,-0.8370736655195123,,,4.0
74.0,2.0,5.0,0.9320611755818492,,,1.0
74.0,2.0,6.0,-0.041531738476211166,0.6666666666666666,-0.7081984051428778,6.0
74.0,2.0,7.0,-0.4596815500309948,0.4444444444444444,-0.9041259944754392,8.0
74.0,2.0,8.0,-0.6455040009171016,0.6666666666666666,-1.3121706675837683,8.0
74.0,2.0,9.0,0.7758378131928456,0.3333333333333333,0.4425044798595123,7.0
74.0,2.0,10.0,0.8952000182430071,-0.3333333333333333,1.2285333515763404,6.0
