score
3.8215683
2.9184945
2.9797022
4.001313
3.5596857
3.7568297
3.2108054
3.174991
4.0080705
3.1768
3.1335053
2.9797022
3.1335053
3.3803957
3.3803957
2.9436045
3.1335053
3.4709625
3.7783942
3.1335053
3.1335053
3.1335053
3.453588
3.453588
3.453588
3.3918726
3.2432806
3.4659953
3.9177217
3.0944674
3.2214496
3.4659953
2.9910197
3.5023685
3.6756563
3.969133
3.7575452
3.3729265
3.657982
3.8798032
3.420677
3.675222
3.2486737
3.5240672
3.2212682
3.163191
5.2190065
3.7310436
4.0885487
3.3705037
2.9293575
4.186128
3.961948
4.5560517
4.2859964
3.2325804
3.2325804
3.2325804
3.4600842
3.4600842
3.0944674
3.0944674
3.0944674
3.0944674
3.535708
3.535708
3.0944674
3.0944674
2.9798324
2.9798324
2.97816
2.97816
2.97816
3.0674083
3.0674083
3.0674083
2.9788723
2.9805448
2.9788723
2.9805448
3.2267811
3.0944674
3.2136936
3.4538558
3.6593196
3.0944674
3.0944674
3.0944674
3.3633385
2.9805448
3.1562116
2.9909105
3.1775625
2.9396973
3.1841097
3.7367458
3.1691148
3.1555345
2.5899646
2.9536202
3.1797829
3.2767622
3.942967
2.877518
3.5536132
3.5021548
2.8873274
2.9578998
3.4030104
3.3237514
2.9281187
3.2096963
3.4864457
3.1800776
3.4464622
3.0349424
3.2069616
3.2451146
3.2451146
3.4049401
3.9291778
4.9872937
2.8761992
4.444056
4.1626916
3.76582
3.5666876
4.2998757
4.923549
3.7080486
4.1776137
3.6693954
4.65287
4.1525626
3.078941
3.1072705
4.5681386
3.427121
3.5866864
3.5210168
3.4320786
2.9862442
3.456482
2.7977254
2.8059044
3.3753028
3.550583
3.428957
3.7017179
4.5065584
4.1027613
2.358583
3.7821817
3.7682986
3.534254
3.5439205
3.5212803
2.9518144
3.5857549
3.4453423
3.0674083
3.028492
3.4529166
3.4529166
3.4100752
3.3508017
4.3448715
3.5742106
2.557479
3.9154534
3.4972034
3.5223374
3.3944433
3.3944433
3.470234
3.4529166
3.470234
3.457429
3.470234
3.4702814
3.499245
3.3019907
3.3159018
3.3159018
3.6301897
3.3633385
3.3633385
3.3633385
3.3927844
3.3633385
3.3633385
3.3633385
3.4659953
3.4659953
3.0944674
2.143749
3.5533736
3.4632995
4.0453453
3.4091449
3.0944674
3.0944674
3.4659953
3.3633385
3.3633385
3.6034737
3.3633385
3.3633385
3.4244754
3.3844614
3.3844614
3.622912
3.4904568
3.4283762
3.7362225
3.5269752
3.457429
3.457429
3.457429
3.4625232
3.6428015
3.0767946
3.6428015
3.0645669
3.4625232
3.0553887
3.446539
4.1229277
3.457429
3.7561688
3.8485022
3.5144806
3.7088683
3.4816608
3.2636325
2.6628473
3.353615
3.4529836
3.3463042
3.5701118
3.5003312
3.5003312
3.3984113
3.8385184
3.6325808
3.446539
3.3200822
3.4179304
3.4659953
3.4242961
3.7296686
3.7637422
3.8262148
3.7693195
3.692405
4.2796836
4.091828
3.890887
3.6825686
4.145707
3.4695213
3.392828
3.495936
3.392828
3.4659953
3.4272175
3.2952232
3.5356178
3.5164866
3.9852505
3.4659953
3.9001036
2.7578876
2.9681396
3.4197853
3.0446336
3.4529166
3.4619708
3.0799024
3.0290926
2.9805448
3.0290926
3.0290926
3.3633385
3.072918
3.7109482
3.5922418
3.5975022
3.7117684
3.746439
3.0131154
3.4563475
3.3419583
3.1531758
3.7549043
3.5490417
3.2034283
3.2034283
3.24205
3.2034283
3.24205
3.2034283
3.4831555
3.4831555
3.24205
3.1773267
