measure,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,4.186019715523046,4.234167754650116,6.45520046479192,2.20445528626442,6.097551941871643,3.9759350419044495,3.062741160392761,1.1577291130132201,5.8320589661598214,5.10635488859282,5.965326066000719,2.187904506921768,3.8238245844841,5.412627637386322,3.987107694149017,2.505083829164505,3.672100067138672,4.05829058203023,4.306950628757477
2,5.058319628238678,4.045731365680695,1.7377828009397467,2.229722261428833,6.139051139354706,6.542072792755437,3.050055205821991,2.504826813936233,5.789408624172211,4.208496350079259,4.324215366056594,2.202799290418625,3.795547902584076,5.423007130622864,3.872318685054779,2.516721069812774,3.6022303104400635,5.059993824207225,4.287359893321991
3,2.601117634498749,4.135926604270935,2.906960283459296,2.2453359365463257,6.1307974457740775,1.6391425530779549,3.070286601781845,2.4986377954483032,5.8258413672447205,5.57607426505157,1.2932682922386511,2.120312839746476,3.766062915325165,5.42670089006424,3.9635282158851615,2.493632882833481,3.644773006439209,2.8088672757148747,4.254563331604004
4,2.2987494363507803,4.1512131690978995,3.6126444339752206,2.2207849323749542,6.140263617038728,4.02418464422226,3.11914536356926,5.917360597466974,5.7515464425086975,2.3794030581366856,5.813260533202969,2.2153821885585785,3.845960021018982,5.470227420330048,4.048650324344635,2.4908547401428223,3.770514786243439,2.895157217979431,4.006842792034149
5,5.08636599779129,4.074857532978058,4.452065444377807,2.221295416355133,6.103648126125336,3.5346115555604563,3.035959213972092,3.758747832431656,5.8605797290802,2.3417599396026665,6.782912943639015,2.2590245008468632,3.877947151660919,5.416997313499451,3.936177790164948,2.4932509064674377,3.6493855118751526,2.7855913341045384,4.307261884212494
6,4.889856994152068,4.106799185276032,3.57862788438797,2.207961916923523,6.11767715215683,4.072163879871368,3.0578307509422302,2.502113342285156,5.8132346868515015,6.068995296955109,6.168757307736032,2.2840008735656734,3.840640723705292,5.452990710735321,4.223120044052115,2.549746692180633,3.685809075832367,4.6568927914221465,4.1832653880119315
7,4.7247013449668875,4.163384258747101,3.604205906391144,2.1461772918701167,6.147074103355408,4.072233974933623,3.103137195110321,3.878149231591153,5.725693881511687,6.085307002067566,5.046245865029902,2.277758240699768,3.785434603691101,5.472167134284973,5.473245625403177,2.484918564558029,3.6977748870849614,5.273284426669019,3.828071177005768
8,4.5916659235954285,4.313858330249786,3.5871890783309937,2.2381710112094884,6.124601125717162,4.1184937953948975,3.1791465282440186,2.6197163760662083,5.735890626907349,6.107803761959076,6.305100347519134,2.2120916843414307,3.70157253742218,5.432772874832153,4.049269497394562,2.486425399780273,3.8303847312927246,5.699660947599237,3.785740435123444
9,4.508318305015563,4.283221781253815,3.58749783039093,2.1954105198383327,6.144435524940491,4.154416263103485,3.163504898548126,2.644269466400145,5.68788468837738,6.090088486671449,3.4874956415464053,2.255631357431412,3.752828299999237,5.4565476179122925,4.064374566078186,2.471960991621017,3.8141752481460567,1.3316551381376431,3.6257384419441214
10,4.772632598876953,4.171335875988007,3.574297845363617,2.202943235635757,6.138658106327058,4.0049468874931335,3.0936810374259958,2.1896335392784483,5.774130403995514,6.096927762031555,4.437311589717865,2.2174343466758732,3.777089536190033,5.44259911775589,3.9294444918632503,2.4641001224517822,3.712854504585266,2.8912948966026306,3.9989341497421274
11,4.682625949382782,4.2201725244522095,3.5832958817481995,2.160840511322021,6.148408830165862,4.054952204227448,3.1303338706493378,2.6084045767784123,5.811976313591003,6.094396829605103,4.453124701976776,2.1904427409172063,3.7701438665390015,5.412306785583496,3.983714759349823,2.42126014828682,3.6930217742919917,2.9461734890937805,3.9416293501853934
12,4.513272941112518,4.266645133495331,3.5642066597938538,2.1482872366905217,6.179502248764037,4.160106897354127,3.156916171312332,2.626542717218399,5.745344281196594,6.09238076210022,4.40084046125412,2.2212315797805786,3.793417096138001,5.443679749965668,4.102237164974213,2.4278818368911743,3.774126350879669,3.030087918043136,3.74121630191803
13,4.623323440551758,4.2191970348358145,3.616289794445038,2.17143988609314,6.153270840644836,4.095032393932343,3.1462393999099736,2.5978538095951085,5.767134249210358,6.107979416847229,4.438714325428009,2.210445076227188,3.7642391920089717,5.448084056377411,4.047678589820862,2.4597446322441106,3.7346924543380737,2.9636882841587067,3.822936713695525
