pid,measure,feature,feature_value,guideline_value,difference,critical_score
53.0,1.0,1.0,0.2843638674390043,0.6666666666666666,-0.3823027992276623,1.0
53.0,1.0,6.0,-0.049675167578048574,0.3333333333333333,-0.3830085009113819,1.0
53.0,1.0,9.0,0.7517130158736522,0.3333333333333333,0.41837968254031893,1.0
53.0,1.0,11.0,0.10232500682189416,0.6666666666666666,-0.5643416598447725,1.0
53.0,1.0,12.0,-0.9831388331290736,0.0,-0.9831388331290736,1.0
53.0,1.0,13.0,-0.33321218885208537,1.0,-1.3332121888520854,2.0
53.0,1.0,15.0,0.02031373447157669,1.0,-0.9796862655284233,1.0
53.0,1.0,18.0,-0.5848390321103871,1.0,-1.5848390321103871,1.0
53.0,1.0,19.0,-0.1546124149205167,1.0,-1.1546124149205168,1.0
53.0,2.0,1.0,0.2528852791664482,0.6666666666666666,-0.4137813875002184,1.0
53.0,2.0,6.0,-0.03468819871169582,0.3333333333333333,-0.36802153204502913,1.0
53.0,2.0,9.0,0.7451758244594415,0.3333333333333333,0.4118424911261082,1.0
53.0,2.0,11.0,0.09085650668395284,0.6666666666666666,-0.5758101599827138,1.0
53.0,2.0,12.0,-0.9840990351122714,0.0,-0.9840990351122714,1.0
53.0,2.0,13.0,-0.3255951210112592,1.0,-1.325595121011259,2.0
53.0,2.0,15.0,0.02325207281598507,1.0,-0.9767479271840149,1.0
53.0,2.0,18.0,-0.5826119247965398,1.0,-1.5826119247965398,1.0
53.0,2.0,19.0,-0.18399840434075465,1.0,-1.1839984043407545,1.0
53.0,3.0,1.0,0.2501121196183145,0.6666666666666666,-0.41655454704835215,1.0
53.0,3.0,9.0,0.7476575155976444,0.3333333333333333,0.41432418226431106,1.0
53.0,3.0,11.0,0.1011408913490861,0.6666666666666666,-0.5655257753175805,1.0
53.0,3.0,13.0,-0.31656481225570554,1.0,-1.3165648122557054,1.0
53.0,3.0,15.0,0.042598238410234135,1.0,-0.9574017615897659,1.0
53.0,3.0,18.0,-0.5869360410761981,1.0,-1.5869360410761981,1.0
53.0,3.0,19.0,-0.18638748309560915,1.0,-1.1863874830956092,1.0
53.0,4.0,1.0,0.2771934238191731,0.6666666666666666,-0.3894732428474935,1.0
53.0,4.0,9.0,0.74738348718198,0.3333333333333333,0.4140501538486467,1.0
53.0,4.0,11.0,0.11086118240655374,0.6666666666666666,-0.5558054842601129,1.0
53.0,4.0,13.0,-0.3095908191460067,1.0,-1.3095908191460066,1.0
53.0,4.0,15.0,0.05070041873526443,1.0,-0.9492995812647356,1.0
53.0,4.0,18.0,-0.5935094154670201,1.0,-1.59350941546702,1.0
53.0,4.0,19.0,-0.15338640336952736,1.0,-1.1533864033695274,1.0
53.0,5.0,1.0,0.36071495958105904,0.6666666666666666,-0.3059517070856076,1.0
53.0,5.0,4.0,-0.9293873675807046,-0.3333333333333333,-0.5960540342473712,1.0
53.0,5.0,9.0,0.7732241462734415,0.3333333333333333,0.4398908129401082,1.0
53.0,5.0,10.0,0.9674000401420556,0.3333333333333333,0.6340667068087222,2.0
53.0,5.0,11.0,0.10104627436869572,0.6666666666666666,-0.5656203922979709,1.0
53.0,5.0,12.0,-0.9586978839223051,0.6666666666666666,-1.6253645505889718,2.0
53.0,5.0,13.0,-0.3035004524124951,0.7777777777777777,-1.0812782301902728,3.0
53.0,5.0,15.0,-0.00213434458572137,-0.11111111111111108,0.1089767665253897,3.0
53.0,5.0,16.0,-0.8100118095823249,0.6666666666666666,-1.4766784762489915,2.0
53.0,5.0,17.0,-0.198978557577164,0.6666666666666666,-0.8656452242438306,2.0
53.0,5.0,18.0,-0.6296158164711225,0.7777777777777777,-1.4073935942489002,3.0
53.0,5.0,19.0,-0.059188383761060274,1.0,-1.0591883837610603,1.0
53.0,6.0,1.0,0.29826173873234785,0.6666666666666666,-0.3684049279343188,1.0
53.0,6.0,4.0,-0.9415784247224952,-0.3333333333333333,-0.6082450913891619,1.0
53.0,6.0,9.0,0.7661358911323393,0.3333333333333333,0.43280255779900595,1.0
53.0,6.0,10.0,0.9612030288459008,0.3333333333333333,0.6278696955125675,2.0
53.0,6.0,11.0,0.10636086204688876,0.6666666666666666,-0.5603058046197779,1.0
53.0,6.0,12.0,-0.9790271039060326,0.6666666666666666,-1.6456937705726993,2.0
53.0,6.0,13.0,-0.2995347580839762,0.7777777777777777,-1.077312535861754,3.0
53.0,6.0,15.0,0.027254050350967063,-0.11111111111111108,0.13836516146207814,3.0
53.0,6.0,16.0,-0.8097263549635203,0.6666666666666666,-1.4763930216301868,2.0
53.0,6.0,17.0,-0.1812268484702546,0.6666666666666666,-0.8478935151369212,2.0
53.0,6.0,18.0,-0.613664235508079,0.7777777777777777,-1.3914420132858567,3.0
53.0,6.0,19.0,-0.11947864440127345,1.0,-1.1194786444012734,1.0
53.0,7.0,1.0,0.3216387480589862,0.6666666666666666,-0.34502791860768045,2.0
