measure,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,2.793213129043579,3.2956614196300507,4.004657745361328,3.79334157705307,3.166731357574463,3.808053612709045,3.781290650367737,3.348633468151093,4.098779559135437,3.7449605464935294,3.2393825948238373,3.373190104961396,14.0,3.594110131263733,3.2901835739612584,3.5604419708251958,4.165064036846161,3.4218218922615047,3.133495658636093
2,2.868345648050308,3.2958871424198155,3.996976494789124,3.5667121410369877,3.268675446510315,3.755402624607086,3.912506937980652,3.2261753082275395,3.9277426004409786,3.719243586063385,3.1453982591629037,3.357861608266831,14.0,3.664733409881592,3.2061817348003387,3.4530749022960667,4.07847660779953,3.1549593508243565,3.1545312702655792
3,2.8840853273868565,3.194209665060043,4.034206151962279,3.6165793538093567,3.4895201623439784,3.5553988814353943,3.879692852497101,3.0299060046672825,3.955261588096618,3.7742915749549866,3.3640401959419246,3.413747608661652,14.0,3.700564920902252,3.4339644014835358,3.7189632058143616,4.255967319011688,3.0088966786861424,3.0841668844223027
4,2.927957326173783,3.2504517734050755,3.701765298843384,3.837632060050965,3.395670384168625,3.459767729043961,3.8245438933372498,3.1314215958118443,3.9716120958328247,3.5716893076896667,3.265054285526276,3.452669560909272,14.0,3.470009744167328,3.4261702895164485,3.7964487075805664,4.287987411022186,3.112768590450287,3.219788938760757
5,3.2542469203472137,3.0887977480888367,4.047782480716705,3.9241923689842224,3.3404926359653477,3.326228708028794,3.752043068408966,3.452885687351227,4.324857831001282,3.822474002838135,3.487503677606582,3.381191998720169,12.444444444444443,3.2281354665756226,3.175151318311692,3.7019280195236206,3.8415874242782593,3.1701217889785767,3.359292089939117
6,3.0576248466968536,3.203847110271454,4.065747261047363,3.750531852245331,3.1869771480560307,3.590835690498352,3.850893795490265,3.222464859485626,3.9956284165382394,3.5990931391715995,3.4211157262325287,3.3785824179649357,3.632253527641296,3.3270790278911586,3.2195290029048924,3.4897387921810146,3.9500115513801575,12.444444444444443,3.36646056175232
7,3.062718629837036,3.2111566066741943,4.158087491989137,3.9026635885238647,3.288459360599518,3.543501079082489,4.024493396282196,3.3628097772598267,3.872331202030182,4.076708376407623,3.4530114829540253,3.4765930473804474,3.497307598590851,3.5011611580848694,3.466348946094513,3.8826802372932434,4.0757537484169015,14.0,3.2596417367458344
8,3.1607837080955505,2.998163789510727,4.041302442550658,3.6718267798423767,3.4824760258197784,3.4958658516407013,3.821815192699432,3.3478576242923737,4.0486799478530875,4.115378737449647,3.719109237194061,3.2829354107379918,3.4679899215698238,3.501439869403839,3.341511100530625,3.9390078783035283,4.008438289165497,14.0,3.4260344803333282
9,2.900407046079636,3.3157870471477513,4.056383311748505,3.747667968273163,3.200934201478958,3.672231078147888,3.9698392748832703,3.432181775569916,4.119011163711549,3.848131716251373,3.289709597826004,3.324877500534058,3.251982599496842,3.7434902191162114,3.1922647356987004,3.592859268188477,4.084214806556702,14.0,3.2491381168365483
10,2.7990214228630066,3.4130120277404785,4.0702433586120605,3.6441342234611502,3.1997538506984715,3.754909038543701,3.957177102565765,3.311122596263886,3.9620074033737183,3.5919705629348755,3.2152861654758453,3.3557814955711365,3.389446109533309,3.818157315254211,3.2844921052455898,3.523362517356873,3.981835544109345,14.0,3.179347634315491
